title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_phone	contact_fax	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	age:ch1	gender:ch1	strain:ch1	tissue:ch1	response
GSM709714	Cortex_C3H_C	GSM709714	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: C3H/HeJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709714/suppl/GSM709714.CEL.gz	45101	10-11 week old	male	C3H/HeJ	NA
GSM709715	Cortex_C3H_F	GSM709715	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: C3H/HeJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709715/suppl/GSM709715.CEL.gz	45101	10-11 week old	male	C3H/HeJ	NA
GSM709716	Cortex_FVB_C	GSM709716	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: FVB/NJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709716/suppl/GSM709716.CEL.gz	45101	10-11 week old	male	FVB/NJ	negative
GSM709717	Cortex_FVB_F	GSM709717	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: FVB/NJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709717/suppl/GSM709717.CEL.gz	45101	10-11 week old	male	FVB/NJ	negative
GSM709718	Cortex_NOR_C	GSM709718	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: NOR/LtJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709718/suppl/GSM709718.CEL.gz	45101	10-11 week old	male	NOR/LtJ	NA
GSM709719	Cortex_NOR_F	GSM709719	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: NOR/LtJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709719/suppl/GSM709719.CEL.gz	45101	10-11 week old	male	NOR/LtJ	NA
GSM709720	Cortex_NZW_C	GSM709720	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: NZW/LacJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709720/suppl/GSM709720.CEL.gz	45101	10-11 week old	male	NZW/LacJ	negative
GSM709721	Cortex_NZW_F	GSM709721	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: NZW/LacJ	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709721/suppl/GSM709721.CEL.gz	45101	10-11 week old	male	NZW/LacJ	negative
GSM709722	Cortex_PL_C	GSM709722	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: PL/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709722/suppl/GSM709722.CEL.gz	45101	10-11 week old	male	PL/J	NA
GSM709723	Cortex_PL_F	GSM709723	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: PL/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709723/suppl/GSM709723.CEL.gz	45101	10-11 week old	male	PL/J	NA
GSM709724	Cortex_R3_C	GSM709724	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	control group (water)	Mus musculus	strain: RIIIS/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709724/suppl/GSM709724.CEL.gz	45101	10-11 week old	male	RIIIS/J	negative
GSM709725	Cortex_R3_F	GSM709725	Public on Aug 31 2011	4/15/2011	8/31/2011	RNA	1	treatment group (fluoxetine)	Mus musculus	strain: RIIIS/J	gender: male	age: 10-11 week old	tissue: cortex	"Mean water intake for each strain was determined previously by measuring daily water consumption for three weeks (n=12 mice per strain). This information, along with average weight measurements for each strain, was used to determine the amount of fluoxetine required to provide a daily oral dose of 0 or 18 mg/kg per mouse."	"Thirty mouse inbred strains (129S1/SvImJ, A/J, AKR/J, BALB/cJ, BTBRT T(+) tf/J, BUB/BnJ, C3H/HeJ, C57BL/6J, C57BLKS/J, C57BR/cdJ, C58/J, CBA/J, CE/J, DBA/2J, FVB/NJ, I/LnJ, LG/J, LP/J, MA/MyJ, MRL/MpJ, NOD/LtJ, NOR/LtJ, NZB/BlNJ, NZW/LacJ, P/J, PL/J, RIIIS/J, SJL/J, SM/J, and SWR/J)  aged 5-6 weeks old were obtained from The Jackson Laboratory (Bar Harbor, ME). Male mice were kept in polycarbonate cages on a 12-hour light/dark cycle (lights on at 0700h) with access to food and water ad libitum. Following one week of habituation, mice were randomized to either control or treatment group (n=12 male mice per strain per treatment group)."	total RNA	"Brain regions were homogenized in 500 킠 of Trizol using a QIAgen TissueLyser at 30 Hz (QIAgen, Valencia, CA). RNA for each animal was isolated by guanidinium thiocyanate-phenol-chloroform extraction and was further purified using the RNAeasy miniprep kit (QIAgen, Valencia, CA) according the manufacturer뭩 directions. For each strain,"	biotin	"RNA samples for three animals from each treatment group were pooled and converted to cDNA and biotinylated cRNA (Enzo kit, Affymetrix, Santa Clara, CA)."	10090	The resulting cRNA was hybridized to Affymetrix GeneChip Mouse Genome 430 2.0 arrays.	Standard Affymetrix procedures using the GeneChip 3000 scanner	pooled tissue (n=3)	"Following normalization with the gcRMA algorithm, expression data were analyzed using ArrayAssist software (Stratagene, La Jolla, CA)."	GPL1261	"Cristina,,Santos"	santosc@email.unc.edu	919-966-5993	919-966-5863	Tim Wiltshire	Pharmacy (DPET)	UNC-CH	120 Mason Farm Road	Chapel Hill	27599	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM709nnn/GSM709725/suppl/GSM709725.CEL.gz	45101	10-11 week old	male	RIIIS/J	negative
